,交易市场,股票名称,股票代码,当前价,涨跌额,涨跌幅%,年初至今,成交量,成交额(元),换手率,市盈率,股息率%,市值(元)
219,CN,东田微,SZ301183,39.1,-0.5,-1.26,76.33,2053452.0,80669113.72,4.46,,0.32,3128000000.0
220,CN,凯旺科技,SZ301182,22.72,0.2,0.89,21.25,742499.0,16810797.24,2.06,,0.44,2177069024.0
221,CN,标榜股份,SZ301181,27.25,0.07,0.26,0.66,945821.0,25647083.3,2.43,22.024,1.695,3188250000.0
222,CN,万祥科技,SZ301180,17.25,0.39,2.31,5.16,1532750.0,26154551.0,2.65,143.234,0.29,6900172500.0
223,CN,泽宇智能,SZ301179,24.55,-0.01,-0.04,16.94,924642.0,22646800.12,1.52,23.906,1.169,5871832862.0
224,CN,天亿马,SZ301178,30.99,0.61,2.01,29.04,1155920.0,35632631.0,2.65,72.013,0.255,2083668432.0
225,CN,迪阿股份,SZ301177,28.58,-0.08,-0.28,-53.49,778439.0,22108489.03,1.95,370.374,3.499,11432285800.0
226,CN,逸豪新材,SZ301176,15.93,0.23,1.46,-8.33,900495.0,14239676.69,1.6,,0.691,2693232005.0
227,CN,中科环保,SZ301175,4.86,0.04,0.83,-19.22,4783868.0,23188681.12,0.77,29.28,1.132,7153336800.0
228,CN,君逸数码,SZ301172,38.09,1.13,3.06,21.97,2570888.0,96804514.88,9.29,63.215,0.394,4692688000.0
229,CN,易点天下,SZ301171,19.44,-0.36,-1.82,4.22,9261831.0,180321670.29,3.0,47.647,0.309,9173461993.0
230,CN,锡南科技,SZ301170,29.5,0.33,1.13,-13.24,1611137.0,46904199.78,6.44,28.773,,2950000000.0
231,CN,零点有数,SZ301169,49.85,0.07,0.14,65.61,2651526.0,132885944.54,9.43,,0.602,3601152734.0
232,CN,通灵股份,SZ301168,40.88,-1.62,-3.81,-43.42,6702853.0,275044719.27,13.5,29.452,0.245,4905600000.0
233,CN,建研设计,SZ301167,16.21,0.08,0.5,2.06,984293.0,15979418.35,1.48,28.462,1.104,1815520000.0
234,CN,优宁维,SZ301166,37.0,0.05,0.14,-17.5,356200.0,13135258.95,0.86,47.32,2.432,3206666716.0
235,CN,锐捷网络,SZ301165,36.51,0.33,0.91,8.53,1816436.0,66376988.9,2.66,66.092,2.191,20744318175.0
236,CN,宏德股份,SZ301163,25.56,0.4,1.59,-1.99,670700.0,17048764.0,2.5,41.216,0.978,2085696000.0
237,CN,国能日新,SZ301162,45.89,0.38,0.83,-26.42,1096241.0,50235852.12,1.81,55.288,0.856,4554567907.0
238,CN,唯万密封,SZ301161,18.92,0.31,1.67,-18.86,812273.0,15199083.25,1.52,66.445,0.899,2270400000.0
239,CN,翔楼新材,SZ301160,40.58,0.07,0.17,14.92,713130.0,28948168.7,1.72,16.873,3.327,3029973347.0
240,CN,三维天地,SZ301159,44.62,0.47,1.06,71.09,1104300.0,49062401.62,3.38,,0.179,3451357000.0
241,CN,德石股份,SZ301158,15.73,0.26,1.68,0.15,980866.0,15344816.9,1.26,28.583,1.017,2365328122.0
242,CN,华塑科技,SZ301157,40.73,0.39,0.97,-27.64,363363.0,14780691.37,2.42,55.579,0.491,2443800000.0
243,CN,美农生物,SZ301156,18.67,0.43,2.36,22.49,1330440.0,24584807.2,2.55,31.838,2.298,2091040000.0
244,CN,海力风电,SZ301155,55.46,0.1,0.18,-36.43,911421.0,50353501.1,1.03,409.437,0.18,12056531370.0
245,CN,中科江南,SZ301153,75.5,-1.42,-1.85,28.56,1367259.0,103513188.28,1.2,45.846,1.472,14677200000.0
246,CN,天力锂能,SZ301152,33.03,-0.57,-1.7,-31.0,4441456.0,147433433.75,6.08,,0.908,4029075600.0
247,CN,冠龙节能,SZ301151,21.2,-0.98,-4.42,26.08,12654035.0,263898468.61,23.19,44.615,0.929,3611929224.0
248,CN,中一科技,SZ301150,31.32,-0.39,-1.23,-35.53,798289.0,25096736.23,1.17,31.126,3.193,4113161327.0
249,CN,隆华新材,SZ301149,11.85,-0.09,-0.75,9.74,3183700.0,37614601.0,1.72,25.323,0.844,5095500213.0
250,CN,嘉戎技术,SZ301148,21.38,0.07,0.33,0.8,729410.0,15584562.6,1.9,27.685,1.824,2490707570.0
251,CN,中科磁业,SZ301141,44.9,-0.13,-0.29,9.54,925781.0,41558871.48,4.32,80.101,0.445,3977902838.0
252,CN,元道通信,SZ301139,32.84,0.68,2.11,29.41,1756200.0,57686396.88,2.58,34.37,0.317,3992713472.0
253,CN,华研精机,SZ301138,27.78,0.51,1.87,20.7,552698.0,15234974.76,1.84,43.183,3.6,3333600000.0
254,CN,哈焊华通,SZ301137,17.48,0.36,2.1,31.97,1449900.0,25095256.0,1.43,50.089,0.509,3178098232.0
255,CN,招标股份,SZ301136,12.14,0.03,0.25,-1.64,1452406.0,17555543.66,1.4,91.656,0.725,3340986515.0
256,CN,瑞德智能,SZ301135,23.16,0.23,1.0,2.4,1056126.0,24321541.19,2.14,61.348,1.295,2375509620.0
257,CN,金钟股份,SZ301133,26.6,0.04,0.15,27.65,1122186.0,29772878.96,3.61,41.83,0.451,2822169986.0
258,CN,满坤科技,SZ301132,27.57,0.61,2.26,9.8,1224704.0,33527984.72,2.82,37.215,1.197,4065747900.0
259,CN,聚赛龙,SZ301131,49.33,-2.27,-4.4,22.6,5061796.0,250274701.48,21.94,51.412,0.405,2356987400.0
260,CN,西点药业,SZ301130,27.18,-0.06,-0.22,-5.3,529324.0,14408956.68,0.91,44.015,0.589,2196251171.0
261,CN,瑞纳智能,SZ301129,25.2,0.21,0.84,-36.1,602620.0,15130578.6,1.66,19.401,1.762,3374330400.0
262,CN,强瑞技术,SZ301128,43.88,0.39,0.9,77.51,846800.0,37060044.0,3.11,81.783,1.139,3242144973.0
263,CN,天源环保,SZ301127,10.84,0.06,0.56,14.08,2278910.0,24653230.88,0.92,17.283,0.461,4555301872.0
264,CN,达嘉维康,SZ301126,12.63,0.09,0.72,-15.0,1421810.0,17839963.1,1.31,118.218,0.23,2608166991.0
265,CN,腾亚精工,SZ301125,17.79,0.15,0.85,6.2,1112181.0,19749174.9,2.63,47.182,7.628,1803194400.0
266,CN,奕东电子,SZ301123,22.47,0.46,2.09,4.77,1126117.0,25136159.09,1.47,90.522,2.225,5248992000.0
267,CN,采纳股份,SZ301122,32.36,0.01,0.03,-17.73,644260.0,20812709.05,1.46,32.851,1.069,3955869493.0
268,CN,紫建电子,SZ301121,38.44,0.28,0.73,-25.28,481256.0,18412785.2,1.63,,0.26,2721674393.0
269,CN,新特电气,SZ301120,10.58,-0.2,-1.86,-14.39,3258720.0,34730091.44,2.22,45.439,0.501,3929846362.0
270,CN,正强股份,SZ301119,25.2,0.16,0.64,24.82,667570.0,16707777.5,2.45,26.029,0.456,2620800000.0
271,CN,恒光股份,SZ301118,23.32,1.33,6.05,-21.35,4977363.0,111121613.04,9.19,104.194,2.144,2487544400.0
272,CN,佳缘科技,SZ301117,52.35,-1.47,-2.73,-33.83,1830500.0,96460425.09,4.29,84.186,0.287,4829983755.0
273,CN,益客食品,SZ301116,12.6,0.24,1.94,-26.04,4830279.0,60159465.04,4.15,70.384,0.397,5657142872.0
274,CN,建科股份,SZ301115,17.36,0.03,0.17,-29.04,532187.0,9202549.45,0.54,29.529,3.969,3218283600.0
275,CN,雅艺科技,SZ301113,30.94,0.3,0.98,18.63,419900.0,12924858.0,2.27,79.396,4.202,2165800000.0
276,CN,信邦智能,SZ301112,28.25,0.36,1.29,-8.67,691300.0,19438181.0,1.91,52.191,1.922,3115031450.0
277,CN,粤万年青,SZ301111,24.1,-0.24,-0.99,23.41,5212013.0,126159019.28,7.43,117.573,0.415,3856000000.0
278,CN,青木股份,SZ301110,38.75,0.34,0.89,3.36,610289.0,23509756.31,1.7,47.578,1.548,2583333346.0
279,CN,军信股份,SZ301109,15.34,-0.09,-0.58,2.11,1396182.0,21406032.18,1.42,11.622,5.867,6289553400.0
280,CN,洁雅股份,SZ301108,33.43,0.15,0.45,0.44,176400.0,5861612.0,0.5,25.706,1.496,2714844216.0
281,CN,瑜欣电子,SZ301107,29.99,0.14,0.47,15.34,646900.0,19328070.0,3.09,33.588,1.834,2201266000.0
282,CN,骏成科技,SZ301106,40.02,0.66,1.68,50.22,757400.0,30179664.0,3.63,37.199,1.499,2904918453.0
283,CN,鸿铭股份,SZ301105,35.77,0.28,0.79,-3.83,240668.0,8583700.08,1.93,,2.796,1788500000.0
284,CN,何氏眼科,SZ301103,28.8,0.09,0.31,-6.48,1108280.0,31657520.36,1.33,68.047,3.472,4551162365.0
285,CN,兆讯传媒,SZ301102,17.95,-0.18,-0.99,-28.81,1641101.0,29570358.6,2.31,28.59,0.769,5205500000.0
286,CN,明月镜片,SZ301101,39.3,1.35,3.56,-6.06,887973.0,34367450.6,1.24,46.21,0.509,7919425530.0
287,CN,风光股份,SZ301100,19.48,0.02,0.1,-11.66,4349385.0,83423600.13,8.7,55.591,0.513,3896000000.0
288,CN,雅创电子,SZ301099,48.3,1.14,2.42,-29.21,927500.0,44682522.0,3.2,43.379,1.035,3864000000.0
289,CN,金埔园林,SZ301098,11.5,0.31,2.77,10.21,2140000.0,24393908.0,1.98,29.314,0.583,1821600000.0
290,CN,天益医疗,SZ301097,52.86,1.48,2.88,-5.41,277500.0,14643530.0,1.51,52.486,0.946,3115957872.0
291,CN,百诚医药,SZ301096,61.58,0.81,1.33,-8.76,699865.0,42745185.65,1.01,26.783,1.289,6707287627.0
292,CN,广立微,SZ301095,71.1,0.8,1.14,-19.81,1549510.0,110107901.15,1.44,101.913,0.563,14220000000.0
293,CN,华兰股份,SZ301093,31.71,0.51,1.63,25.95,452100.0,14184768.0,0.47,40.467,0.946,4305795211.0
294,CN,争光股份,SZ301092,25.42,0.09,0.36,-5.22,326778.0,8284105.4,0.76,30.893,0.472,3398488363.0
295,CN,深城交,SZ301091,22.16,0.38,1.74,39.98,3968943.0,87810994.09,2.68,40.407,0.181,6913920000.0
296,CN,华润材料,SZ301090,10.44,0.03,0.29,4.52,1535284.0,15948669.88,0.69,26.771,0.795,15517586425.0
297,CN,拓新药业,SZ301089,51.78,-2.99,-5.46,-27.7,7224434.0,376876616.91,9.16,13.366,0.769,6552474210.0
298,CN,戎美股份,SZ301088,14.73,0.02,0.14,-13.23,762897.0,11217985.14,1.32,28.276,2.485,3358440000.0
299,CN,可孚医疗,SZ301087,35.77,0.27,0.76,0.5,536020.0,19011306.63,0.59,19.897,3.344,7484452203.0
300,CN,鸿富瀚,SZ301086,43.9,0.91,2.12,17.38,429800.0,18728681.5,1.32,27.47,1.975,3951000000.0
301,CN,亚康股份,SZ301085,56.16,3.06,5.76,102.2,3942257.0,218486467.15,10.01,55.01,0.205,4873321908.0
302,CN,百胜智能,SZ301083,15.86,-0.07,-0.44,43.95,2629887.0,41694835.68,4.79,59.062,0.221,2820965339.0
303,CN,久盛电气,SZ301082,16.44,0.1,0.61,7.65,1075500.0,17588630.0,1.58,37.24,1.217,2657516300.0
304,CN,严牌股份,SZ301081,10.87,0.14,1.3,15.84,848440.0,9161452.4,1.01,38.28,2.3,2226219480.0
305,CN,百普赛斯,SZ301080,57.6,0.2,0.35,-14.46,682100.0,39200336.5,1.09,41.605,1.736,6912000000.0
306,CN,邵阳液压,SZ301079,16.67,0.44,2.71,18.85,1381620.0,22850939.4,2.37,50.497,0.456,1839777615.0
307,CN,孩子王,SZ301078,7.89,0.04,0.51,-39.07,5262838.0,41331189.5,0.83,100.332,0.253,8755851756.0
308,CN,星华新材,SZ301077,19.6,0.09,0.46,-6.16,628600.0,12253336.0,1.47,24.827,3.571,2352000000.0
309,CN,新瀚新材,SZ301076,34.0,1.94,6.05,94.83,22528973.0,740289139.25,32.5,43.469,1.359,4573816000.0
310,CN,多瑞医药,SZ301075,25.65,0.1,0.39,-20.69,510235.0,13055828.1,1.86,118.441,2.437,2052000000.0
311,CN,君亭酒店,SZ301073,21.19,0.17,0.81,-54.5,1945587.0,41077420.67,2.28,148.27,0.628,4120417665.0
312,CN,中捷精工,SZ301072,24.01,0.0,0.0,17.12,682520.0,16408463.4,2.05,66.557,0.187,2522365748.0
313,CN,力量钻石,SZ301071,30.64,0.11,0.36,-53.11,2187260.0,66743259.52,1.67,21.365,1.818,7974743670.0
314,CN,开勒股份,SZ301070,41.97,0.97,2.37,80.28,604000.0,25140597.0,1.72,81.215,1.191,2709381744.0
315,CN,凯盛新材,SZ301069,20.64,-0.57,-2.69,-24.71,9932069.0,203643919.4,7.07,48.415,0.727,8682009600.0
316,CN,大地海洋,SZ301068,28.4,-0.12,-0.42,16.22,194700.0,5544157.0,0.49,44.035,0.704,2385600000.0
317,CN,显盈科技,SZ301067,31.86,2.56,8.74,59.48,5290785.0,162116945.01,11.7,144.072,0.348,3097938960.0
318,CN,万事利,SZ301066,12.37,0.14,1.14,10.15,1554100.0,19151217.0,2.16,304.952,0.574,2329916615.0
319,CN,本立科技,SZ301065,21.93,0.32,1.48,7.38,759750.0,16555652.5,1.67,41.833,0.456,2325018600.0
320,CN,海锅股份,SZ301063,21.59,0.12,0.56,-36.19,1388884.0,29870781.49,2.27,27.079,0.56,2253148031.0
321,CN,上海艾录,SZ301062,10.62,0.01,0.09,36.73,1553996.0,16460047.68,0.65,57.028,0.377,4252160916.0
322,CN,匠心家居,SZ301061,48.48,1.91,4.1,72.89,1100811.0,52749141.89,3.44,15.522,2.063,6205440000.0
323,CN,兰卫医学,SZ301060,12.84,0.01,0.08,-33.32,1664308.0,21325012.64,0.93,424.173,2.336,5142638280.0
324,CN,金三江,SZ301059,11.63,0.07,0.61,20.68,1250162.0,14533839.86,1.89,62.379,1.359,2688321020.0
325,CN,中粮科工,SZ301058,10.79,0.03,0.28,-26.76,1283700.0,13788642.0,0.63,30.84,1.854,5527439104.0
326,CN,汇隆新材,SZ301057,16.34,0.05,0.31,-17.91,2139700.0,34846352.0,4.14,40.474,1.224,1919140157.0
327,CN,森赫股份,SZ301056,9.86,0.11,1.13,30.32,1924900.0,18869420.0,2.89,34.643,0.507,2630516537.0
328,CN,张小泉,SZ301055,13.95,0.23,1.68,-6.7,890500.0,12315017.0,1.52,224.116,1.792,2176200000.0
329,CN,远信工业,SZ301053,27.02,-0.86,-3.08,33.71,2697639.0,73187633.82,11.6,88.872,0.37,2208952550.0
330,CN,果麦文化,SZ301052,42.3,-0.42,-0.98,90.29,3639742.0,155190056.54,6.65,60.983,0.173,3077745462.0
331,CN,信濠光电,SZ301051,61.32,1.92,3.23,93.93,1181444.0,71583364.08,1.9,,,7358400000.0
332,CN,雷电微力,SZ301050,56.36,0.36,0.64,-26.79,1298040.0,72913305.4,0.96,33.526,0.264,9861168638.0
333,CN,超越科技,SZ301049,22.22,0.21,0.95,5.46,581400.0,12832982.0,2.26,,1.125,2094309081.0
334,CN,金鹰重工,SZ301048,10.13,0.11,1.1,19.35,2918500.0,29429313.0,2.19,17.671,0.484,5402667342.0
335,CN,义翘神州,SZ301047,79.81,0.01,0.01,-18.24,227130.0,18123700.4,0.39,44.364,2.506,10311452000.0
336,CN,能辉科技,SZ301046,25.12,0.3,1.21,-27.5,889431.0,22162956.83,1.51,85.595,1.592,3760212800.0
337,CN,天禄科技,SZ301045,25.72,0.08,0.31,58.37,2458027.0,62564277.23,4.44,1761.123,,2653129728.0
338,CN,绿岛风,SZ301043,31.32,0.5,1.62,36.33,510900.0,15952150.0,2.84,27.52,1.948,2129760000.0
339,CN,安联锐视,SZ301042,38.33,1.22,3.29,25.01,1075502.0,40742646.72,2.54,34.727,3.913,2658559562.0
340,CN,金百泽,SZ301041,25.86,0.5,1.97,35.38,1183921.0,30474873.5,1.92,76.362,0.186,2758744800.0
341,CN,中环海陆,SZ301040,17.72,0.13,0.74,-7.14,709200.0,12551778.0,1.02,76.079,0.226,1772007194.0
342,CN,中集车辆,SZ301039,9.01,0.05,0.56,15.65,9259342.0,83436624.26,1.28,6.648,3.33,18178576000.0
343,CN,深水规院,SZ301038,18.71,-0.34,-1.78,26.59,3427002.0,63437766.9,6.95,,1.325,3210636000.0
344,CN,保立佳,SZ301037,18.92,0.21,1.12,17.73,592870.0,11187047.1,2.1,180.283,0.291,1894039935.0
345,CN,双乐股份,SZ301036,21.29,0.32,1.53,29.67,953491.0,20247562.58,2.36,62.057,0.845,2129000000.0
346,CN,润丰股份,SZ301035,68.36,-0.35,-0.51,-19.5,665238.0,45274790.68,0.74,22.98,2.371,19049340746.0
347,CN,迈普医学,SZ301033,42.34,0.56,1.34,15.3,299863.0,12619002.61,0.8,89.417,0.472,2797105345.0
348,CN,新柴股份,SZ301032,9.69,0.24,2.54,29.34,11452290.0,109676073.65,13.87,122.707,0.206,2336582646.0
349,CN,中熔电气,SZ301031,129.6,-1.48,-1.13,-20.13,534814.0,69183743.74,1.47,59.443,0.463,8589554539.0
350,CN,仕净科技,SZ301030,39.25,-0.4,-1.01,-5.9,4087116.0,160772639.43,3.57,27.494,,5638129914.0
351,CN,怡合达,SZ301029,24.01,-0.01,-0.04,-55.92,2898420.0,69301205.8,0.97,25.659,1.041,13872805128.0
352,CN,东亚机械,SZ301028,11.42,-0.26,-2.23,29.74,13384802.0,151961463.62,12.38,28.868,1.313,4327175040.0
353,CN,华蓝集团,SZ301027,11.96,0.26,2.22,-11.15,1379423.0,16331794.01,1.37,390.99,0.293,1773565144.0
354,CN,浩通科技,SZ301026,27.46,-0.18,-0.65,-33.95,1203100.0,33406583.0,2.1,25.983,1.457,3112133352.0
355,CN,读客文化,SZ301025,10.57,-0.08,-0.75,5.15,6367292.0,67432770.6,6.42,138.347,1.022,4231270358.0
356,CN,霍普股份,SZ301024,27.89,0.15,0.54,27.94,427500.0,11878674.34,2.41,,1.194,1773385650.0
357,CN,江南奕帆,SZ301023,38.96,0.63,1.64,11.22,436150.0,16866439.0,1.83,40.827,2.418,2181769740.0
358,CN,海泰科,SZ301022,26.28,0.35,1.35,28.44,1143080.0,29969023.4,2.69,66.532,0.879,2186496000.0
359,CN,英诺激光,SZ301021,24.05,0.29,1.22,-6.36,1330100.0,31811660.12,1.9,,0.416,3643851142.0
360,CN,密封科技,SZ301020,20.53,0.13,0.64,24.07,602027.0,12349446.85,0.83,43.411,0.877,3005592000.0
361,CN,宁波色母,SZ301019,23.09,0.29,1.27,22.71,985250.0,22550980.0,1.72,27.213,1.732,2770800000.0
362,CN,申菱环境,SZ301018,24.73,0.06,0.24,-27.41,2959764.0,73565604.68,2.62,36.839,0.805,6579479908.0
363,CN,漱玉平民,SZ301017,20.11,0.38,1.93,12.49,2119855.0,41995733.6,1.94,31.195,0.572,8151392930.0
364,CN,雷尔伟,SZ301016,21.14,0.32,1.54,8.46,941100.0,19694615.0,3.14,40.194,1.041,2536800000.0
365,CN,百洋医药,SZ301015,36.11,0.64,1.8,55.62,1098653.0,39449102.3,0.93,29.11,2.11,18961361000.0
366,CN,利和兴,SZ301013,15.14,-0.34,-2.2,71.85,9274550.0,140033135.18,5.57,,0.443,3538869868.0
367,CN,扬电科技,SZ301012,18.95,0.26,1.39,-23.78,521580.0,9834992.2,0.69,373.221,0.311,2700189101.0
368,CN,华立科技,SZ301011,20.83,0.22,1.07,-2.98,2494819.0,51437372.62,3.19,,,3055594360.0
369,CN,晶雪节能,SZ301010,17.94,0.08,0.45,2.15,1171189.0,20951631.64,2.31,46.831,0.557,1937520000.0
370,CN,可靠股份,SZ301009,10.31,0.02,0.19,-14.08,1936001.0,19941716.27,1.98,,0.679,2802876600.0
371,CN,宏昌科技,SZ301008,28.52,0.05,0.18,24.77,636500.0,18070640.0,2.58,28.757,1.403,2281600000.0
372,CN,德迈仕,SZ301007,16.29,0.24,1.5,51.34,4213036.0,68364106.66,3.41,48.242,0.921,2497908600.0
373,CN,迈拓股份,SZ301006,17.08,0.22,1.3,11.12,781300.0,13268237.0,1.22,23.468,2.049,2378902400.0
374,CN,超捷股份,SZ301005,30.29,-0.46,-1.5,21.03,952140.0,28690989.27,2.13,80.22,0.822,3165214887.0
375,CN,嘉益股份,SZ301004,43.88,0.34,0.78,51.56,597380.0,26019117.6,2.27,10.912,2.279,4563520000.0
376,CN,江苏博云,SZ301003,23.75,-0.01,-0.04,6.54,756360.0,17836409.2,1.1,23.432,2.526,2352516659.0
377,CN,崧盛股份,SZ301002,19.57,0.24,1.24,-10.86,843320.0,16399264.4,1.45,113.785,2.555,2404687802.0
378,CN,凯淳股份,SZ301001,24.23,0.11,0.46,14.35,1565850.0,37948765.02,4.55,329.429,0.516,1938400000.0
379,CN,肇民科技,SZ301000,21.7,-0.8,-3.56,50.28,8682128.0,188224467.96,12.56,43.001,2.046,3749771718.0
380,CN,金龙鱼,SZ300999,32.38,0.0,0.0,-25.52,4330009.0,140124909.78,0.8,62.991,0.238,175551133936.0
381,CN,宁波方正,SZ300998,22.12,0.2,0.91,-12.34,1102900.0,24325368.0,1.68,266.033,0.452,3034183368.0
382,CN,欢乐家,SZ300997,14.02,0.37,2.71,9.15,1332070.0,18481152.75,1.52,23.993,1.22,6273950000.0
383,CN,普联软件,SZ300996,23.26,-0.05,-0.21,-20.09,3356768.0,77816539.72,2.73,41.159,0.916,4710748922.0
384,CN,奇德新材,SZ300995,20.24,0.04,0.2,17.64,955900.0,19289552.0,3.28,416.552,0.593,1703398400.0
385,CN,久祺股份,SZ300994,14.0,-0.08,-0.57,-12.01,1302700.0,18237244.4,1.67,29.759,3.45,3263232000.0
386,CN,玉马遮阳,SZ300993,10.72,0.25,2.39,8.59,2590710.0,27573691.56,2.6,20.967,1.287,3303166464.0
387,CN,泰福泵业,SZ300992,20.8,0.25,1.22,16.32,1085000.0,22489055.63,2.49,45.802,0.346,1888642475.0
388,CN,创益通,SZ300991,17.03,0.7,4.29,26.67,4590220.0,77621556.49,7.02,,0.117,2452320000.0
389,CN,同飞股份,SZ300990,40.87,0.39,0.96,-19.19,1411543.0,57385029.46,3.35,37.665,1.086,6885777600.0
390,CN,蕾奥规划,SZ300989,17.84,-0.55,-2.99,43.0,1952520.0,35083752.2,4.82,165.838,0.185,2905975440.0
391,CN,津荣天宇,SZ300988,21.1,-0.18,-0.85,2.43,3580420.0,75830239.8,6.2,35.3,0.749,2960274233.0
392,CN,川网传媒,SZ300987,16.66,-0.23,-1.36,12.39,4092310.0,68320574.1,4.29,99.086,0.96,2888310880.0
393,CN,志特新材,SZ300986,11.98,0.08,0.67,-53.33,2295280.0,27385094.01,2.18,58.768,1.11,2951526401.0
394,CN,致远新能,SZ300985,36.13,0.82,2.32,72.54,1190479.0,42727364.46,3.28,,0.332,4817335742.0
395,CN,金沃股份,SZ300984,26.4,0.41,1.58,30.65,1629420.0,42480548.8,5.48,54.933,0.758,2027527656.0
396,CN,尤安设计,SZ300983,30.33,0.49,1.64,9.44,243971.0,7330118.66,0.76,408.587,0.495,3882240000.0
397,CN,苏文电能,SZ300982,28.97,-0.15,-0.52,-29.09,1693033.0,48860505.3,2.1,23.581,1.001,5995780280.0
398,CN,中红医疗,SZ300981,15.1,0.11,0.73,7.82,1795798.0,26956857.68,1.46,157.612,3.563,5889117780.0
399,CN,祥源新材,SZ300980,22.66,0.38,1.71,30.23,1107100.0,25003302.5,2.17,64.572,0.662,2454831082.0
400,CN,华利集团,SZ300979,51.49,-0.16,-0.31,-7.44,920453.0,47329094.65,0.63,19.576,2.331,60088830000.0
401,CN,东箭科技,SZ300978,13.2,0.14,1.07,19.72,3585500.0,47180266.0,2.72,40.904,1.136,5579676155.0
402,CN,深圳瑞捷,SZ300977,18.06,0.15,0.84,45.18,729112.0,13106824.0,1.88,62.746,0.183,2758963749.0
403,CN,达瑞电子,SZ300976,49.45,1.75,3.67,21.05,571506.0,27903300.62,1.49,34.814,1.6,4725669470.0
404,CN,商络电子,SZ300975,7.75,0.29,3.89,26.2,8559134.0,65333623.42,2.64,102.921,0.284,4885662884.0
405,CN,立高食品,SZ300973,45.93,0.44,0.97,-51.93,686701.0,31282161.35,0.97,38.559,1.089,7777791069.0
406,CN,万辰集团,SZ300972,36.36,0.15,0.41,201.99,1005164.0,36728513.09,1.32,,0.6,5624678640.0
407,CN,博亚精工,SZ300971,23.69,0.22,0.94,20.98,679900.0,16040373.0,1.24,31.417,1.055,1989960000.0
408,CN,华绿生物,SZ300970,16.83,0.4,2.43,-4.6,1660337.0,27680057.19,2.39,22.781,1.176,1984065138.0
409,CN,恒帅股份,SZ300969,87.65,0.46,0.53,33.1,559103.0,48826909.39,2.8,37.319,0.285,7012000000.0
410,CN,格林精密,SZ300968,11.54,0.19,1.67,47.53,25104993.0,277790256.76,14.5,70.765,1.733,4770405200.0
411,CN,晓鸣股份,SZ300967,14.35,0.47,3.39,-16.57,1992400.0,28239023.08,1.91,,1.401,2719306819.0
412,CN,共同药业,SZ300966,22.17,0.36,1.65,-17.89,1018200.0,22482232.0,1.72,110.854,0.613,2555702574.0
413,CN,恒宇信通,SZ300965,51.73,0.59,1.15,19.77,331700.0,17046436.0,2.02,81.996,0.145,3103800000.0
414,CN,本川智能,SZ300964,37.84,0.67,1.8,41.25,780400.0,29388221.0,2.37,118.181,0.793,2924967067.0
415,CN,中洲特材,SZ300963,12.49,0.11,0.89,24.18,1474845.0,18343267.55,1.42,29.301,0.641,2922660000.0
416,CN,中金辐照,SZ300962,15.19,0.03,0.2,1.31,716019.0,10853355.14,0.59,36.349,2.962,4010188815.0
417,CN,深水海纳,SZ300961,10.86,-0.14,-1.27,6.05,2543715.0,27700235.75,2.07,,0.212,1925260800.0
418,CN,通业科技,SZ300960,21.18,0.27,1.29,26.73,829259.0,17455199.23,3.24,56.322,1.889,2168531498.0
419,CN,线上线下,SZ300959,35.09,0.24,0.69,27.43,695173.0,24332316.7,1.87,76.131,0.855,2807200000.0
420,CN,建工修复,SZ300958,16.84,0.04,0.24,-0.05,1054065.0,17724729.6,1.37,28.888,0.98,2639443990.0
421,CN,贝泰妮,SZ300957,64.37,-0.77,-1.18,-56.5,1490263.0,96112505.57,0.69,24.496,1.243,27267132000.0
422,CN,英力股份,SZ300956,17.82,0.9,5.32,31.8,2988300.0,52314993.0,5.24,,0.561,2352255022.0
423,CN,嘉亨家化,SZ300955,21.07,0.23,1.1,-11.69,531850.0,11150554.5,1.19,44.718,1.661,2123856000.0
424,CN,震裕科技,SZ300953,50.4,-0.4,-0.79,-38.93,585100.0,29497143.0,1.28,216.472,0.2,5180255640.0
425,CN,恒辉安防,SZ300952,22.0,0.1,0.46,19.5,1406478.0,30765026.74,3.14,28.226,0.859,3202639154.0
426,CN,博硕科技,SZ300951,61.0,1.02,1.7,31.23,1465875.0,88875508.94,2.56,27.948,2.041,7360992000.0
427,CN,德固特,SZ300950,15.36,0.18,1.19,-11.32,1226887.0,18787358.63,2.04,43.464,0.651,2304000000.0
428,CN,奥雅股份,SZ300949,60.01,-14.24,-19.18,96.18,10003626.0,648234535.5,58.83,,,3600600000.0
429,CN,冠中生态,SZ300948,13.94,0.0,0.0,13.55,1717300.0,23812620.0,2.47,34.703,0.359,1951739400.0
430,CN,德必集团,SZ300947,15.25,0.05,0.33,15.18,2380727.0,36569839.22,2.5,2548.152,,2342454839.0
431,CN,恒而达,SZ300946,30.77,0.09,0.29,8.18,497880.0,15320342.2,1.46,38.356,0.747,3692584620.0
432,CN,曼卡龙,SZ300945,13.73,-0.15,-1.08,-6.8,2276193.0,31114721.36,2.96,49.27,0.605,3596587628.0
433,CN,春晖智控,SZ300943,13.27,-0.01,-0.08,10.93,1347050.0,17854503.5,1.36,32.366,1.13,2704691400.0
434,CN,易瑞生物,SZ300942,11.3,0.04,0.36,-33.97,1149200.0,12971783.0,1.05,,0.186,4529718000.0
435,CN,创识科技,SZ300941,23.75,-0.21,-0.88,25.59,8745917.0,206116638.5,10.26,53.545,0.716,4862812500.0
